Round,Module,Stacked Status,Variable Pair,Long Form Variable Name,Variable Label,Link Grad
R4,Health,grad only,mx016rer,mx016rer,R4 In the past six months have you felt a lack of energy?,module=mhlth
R4,Health,grad only,mx017rer,mx017rer,R4 How often have you felt a lack of energy?,module=mhlth
R4,Health,grad only,mx019rer,mx019rer,R4 In the past six months have you had trouble sleeping?,module=mhlth
R4,Health,grad only,mx020rer,mx020rer,R4 How often have you had trouble sleeping?,module=mhlth
R4,Health,grad only,mx022rer,mx022rer,R4 In the past six months have you had fatigue or exhaustion?,module=mhlth
R4,Health,grad only,mx023rer,mx023rer,R4 How often have you had fatigue or exhaustion?,module=mhlth
R4,Health,grad only,mx025rer,mx025rer,R4 In the past six months have you had headaches?,module=mhlth
R4,Health,grad only,mx026rer,mx026rer,R4 How often have you gotten headaches?,module=mhlth
R4,Health,grad only,mx028rer,mx028rer,R4 In the past six months have you had visual problems?,module=mhlth
R4,Health,grad only,mx029rer,mx029rer,R4 How often have you had visual problems?,module=mhlth
R4,Health,grad only,mx031rer,mx031rer,R4 In the past six months have you felt dizziness or faintness?,module=mhlth
R4,Health,grad only,mx032rer,mx032rer,R4 How often have you felt dizziness or faintness?,module=mhlth
R4,Health,grad only,mx034rer,mx034rer,R4 In the past six months have you felt numbness?,module=mhlth
R4,Health,grad only,mx035rer,mx035rer,R4 How often have you felt numbness?,module=mhlth
R4,Health,grad only,mx037rer,mx037rer,R4 In the past six months have you had ringing in the ears?,module=mhlth
R4,Health,grad only,mx038rer,mx038rer,R4 How often have you had ringing in the ears?,module=mhlth
R4,Health,grad only,mx040rer,mx040rer,R4 In the past six months have you felt nausea?,module=mhlth
R4,Health,grad only,mx041rer,mx041rer,R4 How often have you felt this nausea?,module=mhlth
R4,Health,grad only,mx043rer,mx043rer,R4 In the past six months have you vomited?,module=mhlth
R4,Health,grad only,mx044rer,mx044rer,R4 How often have you vomited?,module=mhlth
R4,Health,grad only,mx046rer,mx046rer,R4 In the past six months have you had upset stomach?,module=mhlth
R4,Health,grad only,mx047rer,mx047rer,R4 How often have you had upset stomach?,module=mhlth
R4,Health,grad only,mx049rer,mx049rer,R4 During the past six months have you had constipation?,module=mhlth
R4,Health,grad only,mx050rer,mx050rer,R4 How often have you had constipation?,module=mhlth
R4,Health,grad only,mx052rer,mx052rer,R4 In the past six months have you had diarrhea?,module=mhlth
R4,Health,grad only,mx053rer,mx053rer,R4 How often have you had diarrhea?,module=mhlth
R4,Health,grad only,mx055rer,mx055rer,R4 In the past six months have you had urination problems?,module=mhlth
R4,Health,grad only,mx056rer,mx056rer,R4 How often have you had urination problems?,module=mhlth
R4,Health,grad only,mx058rer,mx058rer,R4 In the past six months have you had aching muscles?,module=mhlth
R4,Health,grad only,mx059rer,mx059rer,R4 How often have you had aching muscles?,module=mhlth
R4,Health,grad only,mx061rer,mx061rer,R4 In the past six months have you had stiff/swollen joints?,module=mhlth
R4,Health,grad only,mx062rer,mx062rer,R4 How often have you had stiff/swollen joints?,module=mhlth
R4,Health,grad only,mx064rer,mx064rer,R4 In the past six months have you had back pain or strain?,module=mhlth
R4,Health,grad only,mx065rer,mx065rer,R4 How often have you had back pain or strain?,module=mhlth
R4,Health,grad only,mx067rer,mx067rer,R4 In the past six months have you had chest pain?,module=mhlth
R4,Health,grad only,mx068rer,mx068rer,R4 How often have you had chest pain?,module=mhlth
R4,Health,grad only,mx070rer,mx070rer,R4 In the past six months have you felt shortness of breath?,module=mhlth
R4,Health,grad only,mx071rer,mx071rer,R4 How often have you felt shortness of breath?,module=mhlth
R4,Health,grad only,mx073rer,mx073rer,R4 In the past six months have you had excess sweating?,module=mhlth
R4,Health,grad only,mx074rer,mx074rer,R4 How often have you had excess sweating?,module=mhlth
R4,Health,grad only,mx076rer,mx076rer,R4 In the past six months have you had respiratory problems?,module=mhlth
R4,Health,grad only,mx077rer,mx077rer,R4 How often have you had respiratory problems?,module=mhlth
R4,Health,grad only,mx079rer,mx079rer,R4 In the past six months have you had skin problems?,module=mhlth
R4,Health,grad only,mx080rer,mx080rer,R4 How often have you had skin problems?,module=mhlth
R4,Health,grad only,mx115rer,mx115rer,"R4 Has a medical professional said you have an illness or condition other than anemia, asthma, arthritis or rheumatism, bronchitis or emphysema, cancer, chronic liver trouble, diabetes, serious back trouble, heart trouble, high blood pressure, circulation problems, kidney or bladder problems, ulcer, allergies, multiple sclerosis, colitis?",module=mhlth
R4,Health,sib only,nx005rer,nx005rer,"R4 Compared with 10 years ago, how would you rate your eyesight now?",NA
R4,Health,sib only,nx006rer,nx006rer,"R4 Compared with 10 years ago, how would you rate your teeth now?",NA
R4,Health,sib only,nx007rer,nx007rer,"R4 Compared with 10 years ago, how would you rate your energy level now?",NA
R4,Health,sib only,nx008rer,nx008rer,"R4 Compared with 10 years ago, how would you rate your weight now?",NA
R4,Health,sib only,nx009rer,nx009rer,"R4 Compared with 10 years ago, how would you rate your hearing now?",NA
R4,Health,sib only,nx010rer,nx010rer,"R4 Compared with 10 years ago, how would you rate your hair condition now?",NA
R4,Health,sib only,nx011rer,nx011rer,"R4 Compared with 10 years ago, how would you rate your body shape now?",NA
R4,Health,sib only,nx012rer,nx012rer,"R4 Compared with 10 years ago, how would you rate your skin condition now?",NA
R4,Health,sib only,nx013rer,nx013rer,"R4 Compared with 10 years ago, how would you rate your sexual pleasure now?",NA
R4,Health,sib only,nx014rer,nx014rer,"R4 Compared with 10 years ago, how would you rate the strength of your arms now?",NA
R4,Health,sib only,nx015rer,nx015rer,"R4 Compared with 10 years ago, how would you rate the strength of your legs now?",NA
R4,Health,sib only,nx016rer,nx016rer,"R4 Compared with 10 years ago, how would you rate your digestive functions now?",NA
R4,Health,sib only,nx021rer,nx021rer,R4 What was the reason for the longest hospital stay during the last year?,NA
R4,Health,sib only,nx022rer,nx022rer,R4 How long was that stay?,NA
R4,Health,sib only,nx026rer,nx026rer,"R4 In the last 12 months, have you had a complete health exam or physical?",NA
R4,Health,sib only,nx027rer,nx027rer,"R4 In the last 12 months, have you had a routine dental check-up?",NA
R4,Health,sib only,nx028rer,nx028rer,"R4 In the last 12 months, have you had a stress test?",NA
R4,Health,sib only,nx029rer,nx029rer,"R4 In the last 12 months, have you had a cholesterol test?",NA
R4,Health,sib only,nx030rer,nx030rer,"R4 In the last 12 months, have you had a blood pressure check?",NA
R4,Health,sib only,nx031rer,nx031rer,"R4 In the last 12 months, have you had a chest x-ray?",NA
R4,Health,sib only,nx032rer,nx032rer,"R4 In the last 12 months, have you had a prostate exam?",NA
R4,Health,sib only,nx033rer,nx033rer,"R4 In the last 12 months, have you had a a Pap smear?",NA
R4,Health,sib only,nx034rer,nx034rer,"R4 In the last 12 months, have you had a a mammogram?",NA
R4,Health,sib only,nx035rer,nx035rer,"R4 Up until you were 16 years old, who other than yourself was the first person in your household that smoked?",NA
R4,Health,sib only,nx036rer,nx036rer,"R4 Up until you were 16 years old, who other than yourself was the second person in your household that smoked?",NA
R4,Health,sib only,nx037rer,nx037rer,"R4 Up until you were 16 years old, who other than yourself was the third person in your household that smoked?",NA
R4,Health,sib only,nx040red,nx040red,R4 For how many years did/have you smoke/d regularly?,NA
R4,Health,sib only,nx041red,nx041red,R4 About how many packs did/do you usually smoke per day then/now?,NA
R4,Health,sib only,nx042red,nx042red,R4 How old were you when you stopped smoking regularly?,NA
R4,Health,sib only,nx043red,nx043red,R4 For how many years have you smoked regularly?,NA
R4,Health,sib only,nx044red,nx044red,R4 How many packs of cigarettes do you usually smoke in a day now?,NA
R4,Health,sib only,nx045rer,nx045rer,R4 In the past six months have you felt a lack of energy?,NA
R4,Health,sib only,nx047rer,nx047rer,R4 In the past six months have you had trouble sleeping?,NA
R4,Health,sib only,nx049rer,nx049rer,R4 How often have you had fatigue or exhaustion in the past six months?,NA
R4,Health,sib only,nx051rer,nx051rer,R4 How often have you had headaches in the past six months?,NA
R4,Health,sib only,nx053rer,nx053rer,R4 In the past six months how often have you had visual problems?,NA
R4,Health,sib only,nx055rer,nx055rer,R4 How often have you had dizziness or faintness in the past six months?,NA
R4,Health,sib only,nx057rer,nx057rer,R4 How often have you had numbness in the past six months?,NA
R4,Health,sib only,nx059rer,nx059rer,R4 How often have you had ringing in ears in the past six months?,NA
R4,Health,sib only,nx061rer,nx061rer,R4 How often have you had nausea in the past six months?,NA
R4,Health,sib only,nx063rer,nx063rer,R4 How often have you had vomiting in the past six months?,NA
R4,Health,sib only,nx065rer,nx065rer,R4 How often have you had upset stomach in the past six months?,NA
R4,Health,sib only,nx067rer,nx067rer,R4 How often have you had constipation in the past six months?,NA
R4,Health,sib only,nx069rer,nx069rer,R4 How often have you had diarrhea in the past six months?,NA
R4,Health,sib only,nx071rer,nx071rer,R4 How often have you had urination problems in the past six months?,NA
R4,Health,sib only,nx073rer,nx073rer,R4 How often have you had aching muscles in the past six months?,NA
R4,Health,sib only,nx075rer,nx075rer,R4 How often have you had stiff or swollen joints in the past six months?,NA
R4,Health,sib only,nx077rer,nx077rer,R4 How often have you had back pain or strain in the past six months?,NA
R4,Health,sib only,nx079rer,nx079rer,R4 How often have you had chest pain in the past six months?,NA
R4,Health,sib only,nx081rer,nx081rer,R4 How often have you had shortness of breath in the past six months?,NA
R4,Health,sib only,nx083rer,nx083rer,R4 How often have you had excessive sweating in the past six months?,NA
R4,Health,sib only,nx085rer,nx085rer,R4 How often have you had respiratory problems in the past six months?,NA
R4,Health,sib only,nx087rer,nx087rer,R4 How often have you had skin problems in the past six months?,NA
R4,Health,sib only,nx089rer,nx089rer,R4 How often have you had coughing or wheezing in the past six months?,NA
R4,Health,sib only,nx090rer,nx090rer,R4 How much discomfort has coughing or wheezing caused you in the past six months?,NA
R4,Health,sib only,nx091rer,nx091rer,R4 How often have you had bone pains in the past six months?,NA
R4,Health,sib only,nx092rer,nx092rer,R4 How much discomfort have bone pains caused you in the past six months?,NA
R4,Health,sib only,nx093rer,nx093rer,R4 How often have you had palpitations in the past six months?,NA
R4,Health,sib only,nx094rer,nx094rer,R4 How much discomfort have palpitations caused you in the past six months?,NA
R4,Health,sib only,nx095rer,nx095rer,R4 How often have you had painful sexual intercourse in the past six months?,NA
R4,Health,sib only,nx096rer,nx096rer,R4 How much discomfort has painful sexual intercourse caused you in the past six months?,NA
R4,Health,sib only,nx097rer,nx097rer,R4 How often have you had difficulties with sexual intercourse in the past six months?,NA
R4,Health,sib only,nx098rer,nx098rer,R4 How much discomfort have difficulties with sexual intercourse caused you in the past six months?,NA
R4,Health,sib only,nx099rer,nx099rer,"R4 How often have you had a symptom other than lack of energy, trouble sleeping, fatigue or exhaustion, headaches, visual problems, dizziness or faintness, numbness, ringing in ears, nausea, vomiting, upset stomach, constipation, diarrhea, urination problems, aching muscles, stiff or swollen joints, back pain or strain, chest pain, shortness of breath, excessive sweating, respiratory problems, skin problems, coughing or wheezing, bone pains, palpitations, painful sexual intercourse, or difficulties with sexual intercourse in the past six months?",NA
R4,Health,sib only,nx100rer,nx100rer,"R4 How often have you had this symptom other than lack of energy, trouble sleeping, fatigue or exhaustion, headaches, visual problems, dizziness or faintness, numbness, ringing in ears, nausea, vomiting, upset stomach, constipation, diarrhea, urination problems, aching muscles, stiff or swollen joints, back pain or strain, chest pain, shortness of breath, excessive sweating, respiratory problems, skin problems, coughing or wheezing, bone pains, palpitations, painful sexual intercourse, or difficulties with sexual intercourse in the past six months?",NA
R4,Health,sib only,nx101rer,nx101rer,"R4 How much discomfort has this symptom other than lack of energy, trouble sleeping, fatigue or exhaustion, headaches, visual problems, dizziness or faintness, numbness, ringing in ears, nausea, vomiting, upset stomach, constipation, diarrhea, urination problems, aching muscles, stiff or swollen joints, back pain or strain, chest pain, shortness of breath, excessive sweating, respiratory problems, skin problems, coughing or wheezing, bone pains, palpitations, painful sexual intercourse, or difficulties with sexual intercourse caused you in the past six months?",NA
R4,Health,sib only,nx135rer,nx135rer,R4 Has a medical professional ever said you have high cholesterol?,NA
R4,Health,sib only,nx136rer,nx136rer,R4 How much does your high cholesterol currently interfere with what you like to do?,NA
R4,Health,sib only,nx137rer,nx137rer,"R4 Has a medical professional ever said you have an illness or condition other than anemia, asthma,  arthritis or rheumatism, bronchitis or emphysema, cancer, chronic liver trouble, diabetes, serious back trouble, heart trouble, high blood pressure, circulation problems, kidney or bladder problems, ulcer, allergies, multiple sclerosis, colitis, or high cholesterol?",NA
